10,8
20,5
31,8
42,8
51,8
68,8
74,15
81,8
88,5
93,14
58,4
96,5
104,17
106,24
124,23
114,15
109,8
107,3
134,15
129,1
117,2
119,10
143,17
141,7
138,31
131,41
128,32
118,33
112,44
97,44
102,30
94,23
81,32
74,26
83,16
59,29
63,17
53,25
42,19
35,23
23,20
16,27
8,35
3,42
16,45
24,32
30,43
32,62
21,57
5,58
13,64
7,77
15,77
12,85
21,85
35,83
27,95
17,98
6,97
3,108
13,115
12,106
2,120
12,124
16,131
7,139
18,141
8,131
26,133
22,121
21,107
32,113
33,125
37,136
29,142
49,141
52,134
62,125
46,126
41,113
44,106
50,95
33,100
41,90
41,66
41,77
29,73
50,83
51,71
49,58
52,50
58,40
49,31
41,42
39,54
27,50
10,25
72,39
73,46
62,49
61,59
74,59
87,54
84,41
82,65
76,79
76,90
63,93
64,80
66,70
61,102
56,116
68,111
75,102
75,120
85,111
85,101
94,95
86,86
88,73
95,66
96,58
97,82
103,91
95,108
104,108
100,119
94,123
82,123
69,132
61,138
71,142
86,137
99,136
109,129
114,120
115,107
127,110
124,121
118,128
120,139
109,141
135,136
137,125
137,114
137,105
139,94
123,98
128,89
133,80
140,74
141,65
134,72
124,81
118,88
107,79
102,72
112,69
122,62
132,60
137,51
127,52
113,55
104,51
104,61
