10,3
8,14
8,29
17,22
26,10
41,4
42,16
32,24
20,36
9,44
4,59
13,63
28,60
20,49
37,52
33,34
45,43
52,36
41,23
63,22
66,13
53,17
54,7
74,6
92,5
87,14
75,21
65,32
76,34
74,43
60,46
52,55
36,64
32,72
16,75
2,79
3,69
7,90
21,94
22,84
37,88
45,74
12,106
2,102
4,112
5,126
15,116
26,105
35,98
43,94
52,83
59,75
64,65
67,55
78,57
88,53
89,65
80,73
71,79
61,89
49,104
38,108
28,118
19,130
6,136
7,148
21,138
24,149
39,149
33,139
38,126
51,131
45,140
54,150
58,139
71,141
63,149
76,151
84,141
75,133
76,121
65,123
53,118
61,110
68,102
56,96
77,91
83,102
80,110
90,120
90,105
90,92
84,80
91,72
101,83
103,77
116,70
107,60
120,51
107,47
100,56
87,45
88,36
94,25
101,19
108,8
117,15
109,24
106,34
121,39
122,31
125,22
136,17
130,7
146,13
143,1
151,24
148,28
148,36
139,34
135,43
144,47
133,54
138,65
152,58
148,66
126,74
123,63
114,84
104,96
120,95
132,88
135,78
143,83
151,87
143,96
129,103
123,111
115,104
100,112
100,130
90,132
100,140
89,149
112,151
122,140
111,130
111,117
118,124
124,132
133,119
146,114
151,105
147,125
134,140
139,127
126,149
143,146
153,148
153,137
148,153
103,122
97,42
