22,7
16,14
7,9
4,24
9,34
16,26
30,19
35,3
49,4
45,17
53,23
43,30
31,26
31,41
22,34
21,44
10,43
11,52
7,60
11,72
20,69
25,56
32,65
35,48
38,58
30,81
24,87
13,81
11,89
5,95
6,84
7,109
20,110
20,99
37,100
27,106
39,116
27,120
14,121
6,131
3,120
6,143
12,148
12,137
23,129
30,133
28,140
21,150
31,151
42,152
40,144
41,134
36,122
51,123
56,109
46,103
64,118
60,129
50,140
64,142
72,132
75,146
68,153
57,151
82,146
83,132
91,125
102,128
98,138
94,150
101,144
113,152
112,136
82,123
72,122
88,111
75,104
70,112
58,100
55,89
45,89
36,90
38,76
41,68
49,77
52,64
48,52
60,45
55,37
47,39
64,33
62,23
79,27
89,22
89,13
92,34
76,41
86,53
79,68
75,84
65,72
92,87
96,74
110,93
127,100
127,87
117,81
111,61
112,48
129,60
124,37
104,33
152,48
132,71
146,68
145,80
141,94
151,116
153,86
150,31
147,13
153,4
138,4
120,19
119,6
100,11
97,3
68,9
76,15
138,40
118,65
115,115
104,110
90,101
115,126
133,124
136,132
133,144
120,137
147,153
145,142
145,131
139,115
141,103
132,110
127,152
