4,4
4,15
4,24
15,15
19,8
29,11
23,22
33,27
23,37
15,33
7,40
14,51
3,52
4,62
18,59
26,49
37,39
47,30
40,51
32,59
18,71
7,78
19,80
14,89
16,103
6,103
1,95
13,118
21,110
26,122
14,128
10,137
23,140
17,150
5,148
2,128
3,114
32,147
46,147
65,152
58,143
49,134
41,135
29,129
36,118
34,108
25,99
31,87
46,102
48,113
36,92
51,94
57,101
56,108
62,115
70,122
61,129
49,126
66,142
74,134
81,138
74,149
88,147
99,145
130,152
121,143
117,137
109,125
95,134
84,123
105,131
95,121
91,115
80,113
145,152
137,143
154,146
149,137
141,136
129,134
122,119
123,108
134,104
132,121
146,122
153,115
145,106
145,91
153,81
134,85
133,74
148,64
150,44
138,36
137,49
129,59
135,67
116,47
116,38
115,28
112,18
125,17
127,37
125,50
140,23
151,30
152,15
141,5
153,4
128,5
116,8
98,5
89,16
97,22
90,31
100,43
95,53
108,58
100,62
112,74
118,64
121,83
122,95
115,89
106,87
97,88
88,79
78,71
70,65
87,60
92,71
75,82
73,93
70,105
88,100
89,87
103,109
115,99
113,114
60,89
64,76
51,82
45,76
38,81
30,73
39,63
48,56
51,72
60,64
64,54
75,53
76,45
63,45
52,35
49,44
74,35
69,25
78,29
76,15
62,15
52,19
47,12
38,18
39,11
37,1
62,2
73,6
59,34
136,17
129,24
123,71
150,53
147,77
151,95
118,126
