19,7
5,14
15,25
31,20
37,29
28,36
18,50
7,49
6,37
6,65
15,64
34,59
46,59
39,43
34,71
29,83
13,84
15,99
4,91
9,111
21,111
31,100
45,92
45,111
42,121
29,125
18,125
8,132
40,135
49,137
60,137
55,126
60,120
60,104
57,93
47,78
67,79
61,70
61,51
72,57
80,63
90,71
82,89
73,97
84,104
70,115
74,129
84,125
90,117
101,105
112,111
90,138
102,134
118,125
115,140
130,132
136,124
133,114
122,101
133,97
122,82
113,88
97,88
107,75
114,65
124,73
131,55
126,42
113,50
100,65
98,51
86,49
74,40
66,28
70,14
55,11
88,12
82,32
97,31
107,26
109,39
116,29
132,22
114,8
101,10
137,38
136,14
138,69
138,86
52,35
