,X,Y,Slice
0,14.0,19.0,1.0
1,30.0,26.0,1.0
2,114.0,83.0,1.0
3,75.0,84.0,1.0
4,0.0,85.0,1.0
5,51.0,85.0,1.0
6,92.0,85.0,1.0
7,169.0,86.0,1.0
8,344.0,86.0,1.0
9,272.0,88.0,1.0
10,447.0,88.0,1.0
11,143.0,89.0,1.0
12,411.0,89.0,1.0
13,429.0,89.0,1.0
14,459.0,94.0,1.0
15,243.0,95.0,1.0
16,297.0,95.0,1.0
17,187.0,98.0,1.0
18,90.0,103.0,1.0
19,317.0,113.0,1.0
20,207.0,115.0,1.0
21,378.0,115.0,1.0
22,167.0,116.0,1.0
23,251.0,117.0,1.0
24,390.0,123.0,1.0
25,326.0,124.0,1.0
26,297.0,125.0,1.0
27,411.0,127.0,1.0
28,229.0,129.0,1.0
29,141.0,130.0,1.0
30,163.0,130.0,1.0
31,309.0,131.0,1.0
32,503.0,133.0,1.0
33,379.0,134.0,1.0
34,88.0,137.0,1.0
35,186.0,140.0,1.0
36,364.0,142.0,1.0
37,321.0,143.0,1.0
38,22.0,147.0,1.0
39,226.0,151.0,1.0
40,35.0,152.0,1.0
41,263.0,152.0,1.0
42,154.0,153.0,1.0
43,236.0,157.0,1.0
44,200.0,160.0,1.0
45,148.0,163.0,1.0
46,289.0,164.0,1.0
47,100.0,166.0,1.0
48,32.0,171.0,1.0
49,135.0,171.0,1.0
50,205.0,172.0,1.0
51,469.0,172.0,1.0
52,175.0,178.0,1.0
53,74.0,180.0,1.0
54,498.0,180.0,1.0
55,190.0,182.0,1.0
56,264.0,183.0,1.0
57,441.0,183.0,1.0
58,361.0,185.0,1.0
59,18.0,189.0,1.0
60,386.0,189.0,1.0
61,243.0,190.0,1.0
62,292.0,190.0,1.0
63,42.0,199.0,1.0
64,150.0,200.0,1.0
65,89.0,201.0,1.0
66,266.0,202.0,1.0
67,159.0,206.0,1.0
68,461.0,206.0,1.0
69,13.0,208.0,1.0
70,136.0,208.0,1.0
71,389.0,208.0,1.0
72,428.0,208.0,1.0
73,74.0,214.0,1.0
74,309.0,214.0,1.0
75,224.0,215.0,1.0
76,257.0,217.0,1.0
77,117.0,219.0,1.0
78,286.0,220.0,1.0
79,326.0,221.0,1.0
80,103.0,223.0,1.0
81,41.0,227.0,1.0
82,139.0,229.0,1.0
83,77.0,230.0,1.0
84,88.0,231.0,1.0
85,176.0,233.0,1.0
86,108.0,234.0,1.0
87,461.0,234.0,1.0
88,411.0,235.0,1.0
89,213.0,238.0,1.0
90,68.0,241.0,1.0
91,286.0,242.0,1.0
92,227.0,244.0,1.0
93,421.0,245.0,1.0
94,191.0,246.0,1.0
95,50.0,247.0,1.0
96,347.0,247.0,1.0
97,99.0,248.0,1.0
98,431.0,253.0,1.0
99,294.0,254.0,1.0
100,15.0,255.0,1.0
101,235.0,256.0,1.0
102,393.0,256.0,1.0
103,249.0,257.0,1.0
104,39.0,260.0,1.0
105,503.0,262.0,1.0
106,465.0,265.0,1.0
107,127.0,266.0,1.0
108,58.0,267.0,1.0
109,88.0,269.0,1.0
110,259.0,269.0,1.0
111,450.0,269.0,1.0
112,388.0,270.0,1.0
113,434.0,272.0,1.0
114,174.0,276.0,1.0
115,337.0,276.0,1.0
116,233.0,277.0,1.0
117,149.0,278.0,1.0
118,266.0,279.0,1.0
119,364.0,280.0,1.0
120,92.0,281.0,1.0
121,14.0,282.0,1.0
122,383.0,283.0,1.0
123,125.0,284.0,1.0
124,26.0,285.0,1.0
125,195.0,285.0,1.0
126,327.0,285.0,1.0
127,273.0,289.0,1.0
128,342.0,290.0,1.0
129,404.0,290.0,1.0
130,64.0,292.0,1.0
131,108.0,294.0,1.0
132,201.0,294.0,1.0
133,425.0,295.0,1.0
134,77.0,296.0,1.0
135,46.0,297.0,1.0
136,224.0,297.0,1.0
137,175.0,299.0,1.0
138,467.0,299.0,1.0
139,135.0,301.0,1.0
140,192.0,303.0,1.0
141,329.0,303.0,1.0
142,55.0,305.0,1.0
143,234.0,305.0,1.0
144,6.0,306.0,1.0
145,117.0,306.0,1.0
146,381.0,307.0,1.0
147,166.0,312.0,1.0
148,256.0,312.0,1.0
149,88.0,316.0,1.0
150,326.0,316.0,1.0
151,295.0,317.0,1.0
152,131.0,319.0,1.0
153,176.0,319.0,1.0
154,362.0,319.0,1.0
155,402.0,319.0,1.0
156,421.0,322.0,1.0
157,320.0,326.0,1.0
158,183.0,329.0,1.0
159,45.0,330.0,1.0
160,331.0,331.0,1.0
161,14.0,332.0,1.0
162,96.0,335.0,1.0
163,67.0,336.0,1.0
164,314.0,338.0,1.0
165,146.0,339.0,1.0
166,519.0,339.0,1.0
167,204.0,340.0,1.0
168,263.0,341.0,1.0
169,298.0,342.0,1.0
170,445.0,342.0,1.0
171,5.0,345.0,1.0
172,114.0,347.0,1.0
