161,155
64,169
133,139
127,147
129,132
145,123
178,135
138,132
143,137
44,116
15,142
180,111
88,116
132,163
6,7
69,190
12,3
87,1
86,185
198,124
1,10
2,2
3,17
2,75
53,32
51,71
35,67
123,138
109,55
162,76
142,4
205,105
164,185
151,218
129,14
159,146
151,146
79,160
53,108
209,83
172,7
53,87
32,125
134,147
57,2
21,120
150,139
90,108
46,27
46,34
64,4
55,25
12,55
82,30
73,36
2,45
14,28
14,64
28,71
3,66
29,31
29,38
28,46
28,53
44,41
47,47
62,17
82,10
79,4
32,13
34,2
43,2
38,7
25,18
30,22
19,22
17,52
20,46
7,40
45,13
9,33
1,35
8,72
6,52
21,40
24,27
22,33
62,10
53,18
72,3
28,6
2,26
14,17
8,22
15,9
9,12
15,36
2,83
2,135
1,208
30,205
7,202
42,160
46,166
61,33
72,11
191,114
22,67
8,79
205,67
140,28
41,109
39,103
42,21
76,53
60,73
48,101
38,82
32,107
22,86
36,97
30,100
24,104
24,111
2,122
5,130
11,150
15,155
47,122
43,128
28,131
33,136
50,159
55,94
65,97
69,104
61,107
57,101
88,101
52,78
187,107
153,160
211,157
101,138
58,172
2,196
138,193
76,41
105,34
53,116
211,101
200,112
178,93
121,16
112,39
105,42
138,170
98,45
91,49
78,47
179,86
207,112
204,118
209,124
144,186
50,130
57,133
52,138
38,120
32,116
28,83
35,87
218,152
216,164
63,113
77,100
86,37
54,10
49,6
124,7
119,2
220,112
159,139
208,143
98,71
135,155
142,144
122,127
36,210
55,165
60,159
21,211
118,145
95,82
65,52
70,46
38,59
129,28
133,4
154,122
121,33
44,136
170,137
138,35
22,11
99,109
53,122
143,152
153,153
147,157
158,110
61,82
61,127
62,120
108,131
117,134
111,139
108,121
138,75
97,116
68,123
74,129
193,51
21,4
211,132
180,72
139,67
110,61
147,64
213,60
193,33
215,37
145,103
102,51
129,76
107,23
83,20
93,6
100,2
100,9
119,25
128,21
45,83
17,90
7,118
20,98
13,95
4,90
8,102
6,96
13,85
15,104
79,106
71,112
74,118
84,95
80,59
67,75
91,66
88,59
53,41
59,45
8,61
12,45
16,74
22,78
28,61
20,58
37,17
35,26
38,34
37,42
37,50
52,51
40,74
32,77
104,16
89,25
93,32
114,19
132,70
122,65
106,69
114,67
118,58
123,79
129,84
71,89
62,89
63,24
68,30
75,25
127,56
86,44
95,39
95,56
98,62
45,55
129,35
52,63
58,66
164,7
154,13
152,7
92,90
66,40
84,51
56,56
64,62
71,57
44,65
15,113
9,108
2,112
29,92
82,121
66,152
189,75
199,55
173,52
126,41
198,62
206,58
208,43
216,44
172,1
152,1
221,33
146,33
112,31
222,54
215,52
174,103
164,104
122,110
139,96
69,175
70,182
221,211
199,206
114,124
66,220
