105,99
91,97
78,90
85,79
98,84
121,95
93,71
82,67
77,54
66,61
70,77
63,90
67,100
80,30
75,41
104,134
113,129
68,127
104,121
70,109
64,196
112,109
158,123
103,176
92,198
67,185
55,178
130,21
138,12
121,115
139,131
40,172
40,198
62,135
47,94
159,35
183,120
164,143
30,179
110,61
53,107
13,81
2,86
19,92
9,98
41,82
39,107
17,106
49,133
14,194
87,208
128,127
98,111
116,53
119,29
69,3
30,150
11,129
8,112
110,156
110,165
119,172
112,180
104,191
77,201
42,183
19,207
67,142
72,160
124,64
91,56
29,53
4,15
39,11
36,3
33,61
44,55
59,70
51,77
189,164
57,207
79,135
46,148
32,127
154,5
149,71
153,82
174,165
96,212
124,190
124,181
154,194
191,93
167,6
159,65
212,87
179,202
194,197
211,173
209,129
57,119
44,121
36,137
7,182
46,207
71,208
63,169
55,52
54,62
38,69
29,83
111,39
129,4
166,25
110,72
113,85
127,74
197,27
194,8
185,2
168,71
165,55
162,45
7,4
14,11
21,25
11,21
9,69
37,47
32,31
3,52
14,54
24,43
11,43
14,33
3,30
20,63
25,73
53,11
50,3
64,12
57,20
49,27
40,21
26,14
18,3
44,39
55,34
64,43
66,27
76,16
116,8
110,2
86,9
100,5
93,21
120,18
109,26
103,16
122,41
101,47
94,35
134,97
155,91
147,97
129,49
211,29
159,102
178,102
169,111
196,102
188,110
213,116
150,186
114,189
213,152
192,210
166,204
175,213
151,206
136,210
139,187
138,197
126,204
117,210
105,205
114,199
91,185
80,191
33,190
31,160
29,169
8,200
5,210
89,172
121,141
132,141
131,167
137,176
124,155
139,158
148,173
147,163
154,155
147,123
129,107
140,106
139,117
177,44
204,39
198,122
205,145
199,132
204,206
208,188
212,198
86,44
100,163
86,159
108,147
46,162
59,156
50,191
74,172
23,187
34,209
28,200
79,181
56,144
9,144
152,55
146,47
135,58
142,65
140,76
132,85
195,49
207,52
190,62
184,53
177,61
170,93
180,87
204,65
204,75
202,85
210,101
203,111
205,9
203,18
178,11
190,16
172,18
170,35
161,17
150,17
145,27
140,39
133,31
35,92
28,99
29,113
19,121
7,154
22,132
23,142
19,154
15,162
75,148
91,147
74,117
92,134
84,107
81,124
90,120
17,173
5,167
175,179
168,189
183,188
187,176
199,179
205,161
178,152
181,139
194,148
187,130
170,129
150,139
144,148
150,109
167,82
188,38
180,28
183,71
190,79
143,88
163,161
162,177
