161,2
176,5
190,3
133,46
120,64
115,82
119,73
93,72
97,64
24,8
16,2
36,27
38,34
50,31
160,54
44,18
38,12
15,14
2,13
22,24
141,70
131,65
138,88
129,79
121,57
163,74
134,98
125,93
85,87
59,69
47,79
143,107
131,107
98,97
115,91
64,112
63,100
52,92
59,39
12,108
143,118
154,119
20,54
10,22
140,34
131,143
90,112
57,123
112,99
124,101
156,205
146,205
101,185
107,68
102,121
14,48
99,35
62,29
199,44
143,26
167,83
120,50
175,73
98,177
89,181
67,118
4,130
86,150
154,199
142,162
38,73
100,86
160,98
189,178
125,194
190,83
154,62
144,58
50,141
88,104
111,12
22,84
20,97
2,103
26,105
39,143
17,76
119,144
116,133
202,160
49,149
151,127
157,109
152,137
142,139
102,139
203,8
205,80
199,106
173,102
152,70
141,79
96,159
87,174
79,184
52,182
41,160
41,2
185,25
177,13
142,5
149,2
120,21
27,162
16,151
131,153
52,173
148,16
175,22
127,125
115,125
168,140
201,33
38,42
30,48
29,75
9,79
2,80
3,88
13,87
8,96
33,89
35,82
27,147
54,200
43,200
21,182
174,207
103,29
99,54
109,55
129,37
117,43
71,59
11,184
96,80
105,76
83,77
82,68
133,73
149,51
148,43
184,9
201,18
189,36
187,47
89,34
73,50
30,54
41,56
56,60
46,87
30,97
19,64
13,71
12,61
6,54
5,67
27,123
3,147
8,159
6,153
6,177
15,175
2,187
3,196
40,175
41,184
54,191
29,155
16,159
32,196
30,188
50,158
40,167
52,166
26,173
17,167
75,171
75,178
43,192
33,204
22,205
126,179
126,186
123,173
133,198
133,205
123,201
173,131
59,135
51,132
30,63
40,65
130,23
126,30
181,128
188,124
201,122
196,115
170,110
167,119
161,134
90,130
107,168
8,204
3,119
3,139
49,24
117,3
119,11
176,120
184,115
84,61
85,96
90,119
77,109
74,102
83,198
94,196
102,192
92,205
100,201
157,174
157,157
142,152
132,169
129,161
121,165
182,201
163,181
164,125
195,140
204,142
194,151
186,147
179,141
172,149
172,195
204,193
197,197
8,6
192,187
187,194
179,187
167,187
174,176
141,188
204,151
197,171
205,167
204,176
200,186
166,202
143,196
151,192
112,204
113,196
115,188
108,176
105,157
97,168
98,149
119,155
88,141
86,158
87,166
74,150
63,164
31,130
30,139
192,74
176,94
185,103
189,95
179,83
179,66
185,58
196,52
163,48
195,24
185,17
50,67
13,124
18,131
35,107
15,116
25,114
25,42
25,30
28,36
14,29
4,32
33,5
26,1
14,38
5,44
29,18
161,193
101,131
152,36
152,28
163,27
165,34
160,41
166,20
182,42
173,48
172,57
167,64
176,30
174,39
193,15
196,66
196,59
201,90
201,98
204,130
190,133
183,166
189,159
194,203
157,166
149,169
148,180
141,170
137,179
112,181
86,190
74,190
64,191
74,164
74,157
106,148
20,197
18,189
11,193
6,168
42,94
55,112
61,142
59,149
63,156
127,13
165,156
164,147
154,147
205,66
60,21
69,71
54,103
42,103
44,111
48,120
70,126
69,134
39,134
22,138
16,143
42,128
34,115
38,121
39,151
78,118
80,125
80,134
76,142
100,113
177,156
167,168
173,162
141,20
158,20
151,9
162,13
167,8
103,2
106,7
69,17
87,27
51,8
52,16
70,2
80,7
74,11
59,11
64,7
58,3
64,174
62,182
66,197
81,205
73,200
65,204
128,134
135,122
140,130
133,115
124,115
113,116
111,108
100,105
123,108
127,86
150,86
150,78
160,87
148,98
132,55
139,12
72,92
61,84
63,91
71,82
59,77
46,48
83,41
73,26
86,53
70,42
60,51
48,39
106,44
97,45
87,46
70,35
79,31
117,32
110,34
111,22
105,16
96,15
86,14
80,20
88,20
99,22
129,5
92,8
