89,151
128,114
94,65
73,98
186,62
199,63
77,107
179,139
166,65
17,110
123,2
174,87
142,52
184,91
155,118
78,116
138,3
162,15
128,11
170,118
160,125
7,154
6,113
20,133
110,66
184,51
125,29
197,95
58,28
128,138
193,116
175,99
160,97
125,129
124,19
185,155
158,137
150,129
21,18
15,144
8,139
3,146
63,20
180,117
219,2
214,20
182,78
178,68
188,70
206,87
148,77
158,70
147,63
94,170
103,166
194,108
55,198
52,207
116,74
112,6
103,72
92,76
54,95
141,95
220,103
211,99
194,42
173,59
206,24
200,16
32,11
137,145
16,1
135,123
80,124
68,125
61,117
222,94
158,23
147,21
27,141
30,149
18,152
66,188
68,179
65,199
53,215
73,167
59,176
55,188
65,138
139,133
89,195
87,179
88,187
2,178
4,188
65,207
76,199
76,208
77,223
90,203
48,170
172,213
166,131
175,128
169,140
76,132
188,144
178,108
163,86
151,85
167,74
142,34
135,19
10,221
224,213
194,84
149,142
215,62
141,12
155,36
171,50
158,57
168,206
173,148
175,157
189,136
202,104
199,143
77,190
184,221
171,221
179,178
218,218
182,212
179,204
188,200
192,206
185,193
183,165
192,165
206,140
220,130
213,135
196,124
201,131
203,112
162,146
164,152
166,161
151,150
155,164
154,156
156,172
113,162
146,166
185,126
167,103
144,115
153,104
140,106
129,93
132,101
143,174
98,177
208,186
192,222
221,206
223,197
132,221
209,150
219,143
219,153
197,153
201,160
222,160
222,180
219,188
196,214
203,220
212,223
211,213
209,194
200,200
188,175
167,169
218,166
219,173
215,199
205,206
209,178
199,181
187,184
177,171
198,172
208,169
212,160
8,166
10,175
20,161
23,169
62,214
63,221
44,216
3,215
42,208
19,221
9,195
29,223
38,221
34,188
68,150
85,210
176,186
26,177
27,185
76,215
33,205
26,216
25,207
16,203
34,214
4,203
9,209
16,214
56,155
56,146
37,163
33,156
38,171
34,134
88,132
113,153
101,158
167,176
165,183
52,222
35,196
23,200
27,193
19,194
197,191
159,195
159,211
158,220
155,187
154,180
144,182
144,190
149,196
177,196
167,189
168,198
158,203
140,206
150,204
151,214
145,221
142,214
100,185
86,219
98,209
133,173
126,180
130,211
129,201
121,192
115,201
95,217
102,201
107,208
117,217
118,209
106,217
108,193
142,157
126,159
124,149
133,165
205,119
212,125
186,99
224,24
209,14
197,24
217,30
190,1
210,6
207,31
5,17
5,2
9,7
38,1
18,30
2,44
13,13
13,24
20,8
28,3
13,55
6,50
53,16
36,49
111,131
40,179
45,196
91,162
82,171
78,180
100,194
91,122
138,27
4,30
9,37
41,7
37,38
45,37
43,55
19,88
21,48
29,42
15,42
27,25
35,19
55,36
48,29
46,21
19,61
136,182
132,190
138,197
12,182
15,189
8,87
6,123
16,121
10,131
45,153
61,167
79,157
49,162
51,178
44,186
27,109
51,115
59,126
66,158
43,142
43,134
49,125
55,134
84,143
74,141
161,111
210,38
198,9
201,2
185,6
173,7
219,10
193,34
203,46
178,35
182,42
183,28
188,21
223,16
162,3
173,14
170,21
28,56
34,61
12,71
19,79
28,77
31,84
31,92
20,96
9,97
77,2
45,14
36,28
25,35
58,5
63,11
66,31
87,94
84,69
121,86
1,10
49,2
69,3
71,59
61,61
78,76
63,89
55,108
66,108
90,114
91,104
98,84
84,84
39,110
196,52
224,52
186,13
177,1
166,35
168,43
163,28
151,28
156,48
150,1
152,8
130,37
133,44
146,43
103,60
99,53
79,53
80,62
113,16
114,26
113,35
120,41
121,50
224,111
219,119
214,111
117,94
102,94
103,112
116,114
119,122
104,122
42,119
32,126
44,90
30,101
6,79
54,68
60,75
62,100
151,93
137,86
109,84
44,78
43,67
119,172
108,173
115,183
26,119
118,60
125,69
139,74
129,78
130,56
135,65
173,27
224,35
217,45
210,53
219,71
199,75
208,70
221,80
211,79
216,88
89,57
106,46
112,52
72,13
92,1
96,8
91,24
102,39
90,46
70,82
77,88
59,42
45,45
52,49
52,60
69,69
104,3
101,23
99,30
89,36
80,43
84,9
72,35
78,22
82,32
95,15
105,12
72,47
61,50
96,142
105,138
99,132
102,103
123,106
55,84
45,100
24,68
2,70
7,63
111,102
116,143
104,149
36,72
