95,97
90,109
74,100
84,17
67,16
70,4
52,3
133,13
145,3
141,54
76,63
53,195
41,165
68,183
69,197
35,2
55,173
3,13
21,13
109,36
47,37
42,84
134,134
160,177
149,192
30,37
15,47
4,76
14,89
190,96
120,5
11,106
86,82
3,92
61,155
108,108
130,117
66,141
63,128
86,179
86,192
147,139
163,138
179,137
198,142
176,165
11,1
193,11
199,82
155,87
139,85
115,201
153,101
139,101
138,68
125,60
127,43
176,5
109,89
127,83
118,73
125,101
86,137
97,149
80,151
133,200
120,189
99,199
29,155
35,141
4,133
92,4
135,148
197,175
126,27
107,19
114,52
99,51
94,32
86,44
68,49
64,32
3,26
7,38
5,56
22,100
34,93
26,129
37,108
10,121
42,182
39,199
11,175
201,158
19,26
22,114
6,164
26,175
8,187
2,198
20,164
21,142
34,123
46,131
165,17
162,3
180,23
189,68
173,76
160,70
157,51
146,38
147,19
163,33
196,25
201,61
175,47
173,60
184,83
187,109
193,121
171,123
165,109
192,189
185,199
172,189
179,178
158,199
173,201
141,179
135,161
94,166
170,153
153,151
153,163
186,155
24,190
17,202
44,151
73,167
53,142
75,120
54,115
25,57
190,38
190,53
173,97
37,69
17,73
65,81
55,65
45,51
37,24
45,13
77,31
4,148
101,135
95,120
117,126
111,153
121,143
107,175
123,170
148,123
96,70
51,99
