 ,Area,Mean,Min,Max,X,Y,Slice
1,0,158,158,158,437.333,481.333,1
2,0,152,152,152,436.000,459.333,1
3,0,151,151,151,418.667,434.667,1
4,0,152,152,152,410.667,421.333,1
5,0,150,150,150,398.000,413.333,1
6,0,187,187,187,386.000,390.667,1
7,0,176,176,176,372.000,378.667,1
8,0,188,188,188,363.333,364.000,1
9,0,181,181,181,357.333,353.333,1
10,0,187,187,187,345.333,338.000,1
11,0,187,187,187,334.000,320.667,1
12,0,166,166,166,264.667,288.667,1
13,0,148,148,148,228.000,288.000,1
14,0,142,142,142,212.000,272.000,1
15,0,144,144,144,197.333,260.000,1
16,0,155,155,155,194.000,247.333,1
17,0,155,155,155,178.000,240.667,1
18,0,157,157,157,145.333,249.333,1
19,0,146,146,146,126.667,250.667,1
20,0,145,145,145,98.667,252.000,1
21,0,170,170,170,445.333,294.000,1
22,0,165,165,165,471.333,284.000,1
23,0,152,152,152,334.000,153.333,1
24,0,164,164,164,311.333,144.000,1
25,0,154,154,154,289.333,132.667,1
26,0,150,150,150,275.333,120.000,1
27,0,151,151,151,486.000,53.333,1
28,0,151,151,151,461.333,55.333,1
29,0,154,154,154,433.333,34.667,1
30,0,155,155,155,416.667,25.333,1
31,0,142,142,142,405.333,13.333,1
32,0,158,158,158,443.333,48.000,1
33,0,154,154,154,459.333,156.667,1
34,0,155,155,155,466.000,174.667,1
35,0,130,130,130,510.667,371.333,1
36,0,140,140,140,498.667,352.000,1
37,0,148,148,148,484.000,344.000,1
38,0,153,153,153,474.000,338.667,1
39,0,163,163,163,457.333,328.000,1
40,0,160,160,160,424.000,299.333,1
41,0,159,159,159,362.667,130.667,1
42,0,151,151,151,354.667,100.000,1
43,0,151,151,151,350.667,79.333,1
44,0,141,141,141,339.333,54.000,1
45,0,146,146,146,328.000,38.667,1
46,0,136,136,136,308.000,20.000,1
47,0,154,154,154,293.333,7.333,1
48,0,159,159,159,455.333,143.333,1
49,0,134,134,134,52.000,50.667,1
50,0,141,141,141,68.667,58.000,1
51,0,129,129,129,103.333,81.333,1
52,0,131,131,131,129.333,86.000,1
53,0,146,146,146,149.333,78.000,1
54,0,168,168,168,158.000,205.333,1
55,0,160,160,160,170.667,214.000,1
56,0,160,160,160,184.000,220.000,1
57,0,147,147,147,212.667,228.000,1
58,0,147,147,147,233.333,240.000,1
59,0,139,139,139,188.000,89.333,1
60,0,152,152,152,358.667,483.333,1
61,0,148,148,148,342.000,472.000,1
62,0,145,145,145,324.000,457.333,1
63,0,154,154,154,310.000,448.000,1
64,0,136,136,136,294.667,438.000,1
65,0,157,157,157,260.667,424.667,1
66,0,156,156,156,276.000,430.667,1
67,0,145,145,145,252.667,409.333,1
68,0,153,153,153,251.333,400.000,1
69,0,166,166,166,244.667,388.667,1
70,0,145,145,145,233.333,379.333,1
71,0,154,154,154,222.000,375.333,1
72,0,148,148,148,208.000,373.333,1
73,0,157,157,157,188.000,371.333,1
74,0,160,160,160,204.667,341.333,1
75,0,164,164,164,212.667,326.000,1
76,0,165,165,165,226.000,312.667,1
77,0,154,154,154,162.667,371.333,1
78,0,139,139,139,140.000,372.667,1
79,0,149,149,149,333.333,102.667,1
80,0,150,150,150,286.667,88.667,1
81,0,152,152,152,282.667,70.000,1
82,0,139,139,139,99.333,254.000,2
83,0,149,149,149,116.667,252.000,2
84,0,149,149,149,142.000,250.000,2
85,0,172,172,172,209.333,340.000,2
86,0,182,182,182,222.667,312.000,2
87,0,166,166,166,221.333,296.000,2
88,0,169,169,169,220.667,370.667,2
89,0,162,162,162,244.667,386.667,2
90,0,155,155,155,184.000,368.000,2
91,0,158,158,158,257.333,409.333,2
92,0,150,150,150,262.667,426.000,2
93,0,140,140,140,284.000,434.667,2
94,0,143,143,143,298.000,442.667,2
95,0,140,140,140,309.333,450.667,2
96,0,139,139,139,328.667,460.667,2
97,0,146,146,146,350.667,476.667,2
98,0,133,133,133,338.667,470.667,2
99,0,134,134,134,358.667,485.333,2
100,0,153,153,153,436.000,473.333,2
101,0,145,145,145,433.333,460.000,2
102,0,147,147,147,430.000,443.333,2
103,0,143,143,143,413.333,432.000,2
104,0,147,147,147,403.333,412.667,2
105,0,146,146,146,392.000,403.333,2
106,0,176,176,176,378.000,385.333,2
107,0,182,182,182,370.667,376.667,2
108,0,180,180,180,364.667,361.333,2
109,0,176,176,176,352.000,352.000,2
110,0,181,181,181,339.333,345.333,2
111,0,180,180,180,340.667,333.333,2
112,0,179,179,179,334.000,318.000,2
113,0,172,172,172,332.000,304.667,2
114,0,154,154,154,278.667,288.000,2
115,0,169,169,169,256.667,287.333,2
116,0,153,153,153,197.333,256.000,2
117,0,174,174,174,299.333,262.000,2
118,0,159,159,159,285.333,255.333,2
119,0,155,155,155,291.333,272.000,2
120,0,183,183,183,333.333,290.667,2
121,0,180,180,180,338.667,280.000,2
122,0,176,176,176,322.667,271.333,2
123,0,150,150,150,264.667,248.000,2
124,0,142,142,142,248.667,241.333,2
125,0,160,160,160,191.333,232.667,2
126,0,162,162,162,188.667,218.000,2
127,0,170,170,170,166.667,210.667,2
128,0,157,157,157,150.667,200.000,2
129,0,143,143,143,136.667,194.667,2
130,0,139,139,139,111.333,190.000,2
131,0,133,133,133,93.333,188.667,2
132,0,123,123,123,76.667,188.000,2
133,0,139,139,139,285.333,214.667,2
134,0,147,147,147,302.000,218.000,2
135,0,155,155,155,323.333,219.333,2
136,0,176,176,176,344.667,221.333,2
137,0,157,157,157,363.333,295.333,2
138,0,179,179,179,380.667,304.667,2
139,0,181,181,181,416.667,316.667,2
140,0,170,170,170,452.000,333.333,2
141,0,150,150,150,462.667,124.667,2
142,0,139,139,139,441.333,110.667,2
143,0,154,154,154,418.000,103.333,2
144,0,153,153,153,400.000,111.333,2
145,0,175,175,175,372.000,112.667,2
146,0,155,155,155,358.667,107.333,2
147,0,141,141,141,351.333,84.667,2
148,0,146,146,146,340.000,54.667,2
149,0,142,142,142,327.333,38.667,2
150,0,152,152,152,318.000,26.000,2
151,0,150,150,150,300.000,14.000,2
152,0,157,157,157,306.000,140.667,2
153,0,153,153,153,288.667,130.667,2
154,0,148,148,148,263.333,118.000,2
155,0,147,147,147,252.000,111.333,2
156,0,153,153,153,219.333,110.667,2
157,0,147,147,147,251.333,198.667,2
158,0,149,149,149,229.333,186.667,2
159,0,141,141,141,215.333,179.333,2
160,0,153,153,153,203.333,166.000,2
161,0,160,160,160,372.667,227.333,2
162,0,168,168,168,388.000,228.000,2
163,0,174,174,174,408.667,235.333,2
164,0,161,161,161,422.667,242.000,2
165,0,154,154,154,436.667,246.667,2
166,0,154,154,154,452.667,253.333,2
167,0,155,155,155,476.667,244.000,2
168,0,153,153,153,492.000,262.000,2
169,0,155,155,155,511.333,267.333,2
170,0,177,177,177,426.667,299.333,2
171,0,166,166,166,439.333,292.667,2
172,0,161,161,161,453.333,281.333,2
173,0,150,150,150,484.000,302.000,2
174,0,136,136,136,492.000,316.000,2
175,0,127,127,127,511.333,329.333,2
176,0,140,140,140,471.333,54.000,2
177,0,155,155,155,444.667,42.667,2
178,0,151,151,151,414.667,25.333,2
179,0,143,143,143,158.000,371.333,2
180,0,132,132,132,136.000,370.000,2
181,0,151,151,151,188.667,148.667,2
182,0,152,152,152,181.333,132.667,2
183,0,152,152,152,178.000,120.667,2
184,0,137,137,137,168.667,98.000,2
185,0,140,140,140,164.667,86.000,2
186,0,143,143,143,156.000,60.000,2
187,0,152,152,152,153.333,46.000,2
188,0,152,152,152,136.000,20.667,2
189,0,137,137,137,137.333,82.000,2
190,0,148,148,148,120.000,82.667,2
191,0,136,136,136,108.000,71.333,2
