 ,Area,Mean,Min,Max,X,Y,Slice
1,0,184,184,184,384.000,484.667,1
2,0,190,190,190,368.667,482.000,1
3,0,180,180,180,347.333,483.333,1
4,0,211,211,211,324.667,480.667,1
5,0,207,207,207,310.667,476.000,1
6,0,197,197,197,293.333,462.667,1
7,0,187,187,187,281.333,462.000,1
8,0,174,174,174,268.000,460.000,1
9,0,180,180,180,253.333,458.667,1
10,0,186,186,186,236.667,437.333,1
11,0,186,186,186,224.667,432.667,1
12,0,204,204,204,218.000,415.333,1
13,0,187,187,187,221.333,394.667,1
14,0,198,198,198,236.667,378.667,1
15,0,180,180,180,266.667,370.667,1
16,0,194,194,194,286.000,362.000,1
17,0,223,223,223,300.000,354.000,1
18,0,228,228,228,316.000,336.667,1
19,0,210,210,210,325.333,323.333,1
20,0,228,228,228,330.667,301.333,1
21,0,230,230,230,326.667,284.667,1
22,0,190,190,190,328.000,261.333,1
23,0,199,199,199,115.333,260.000,1
24,0,208,208,208,128.667,267.333,1
25,0,206,206,206,140.667,271.333,1
26,0,212,212,212,152.667,277.333,1
27,0,189,189,189,168.667,282.667,1
28,0,193,193,193,42.667,269.333,1
29,0,206,206,206,16.000,282.667,1
30,0,204,204,204,4.667,310.667,1
31,0,199,199,199,122.000,224.667,1
32,0,227,227,227,98.667,250.667,1
33,0,210,210,210,152.667,199.333,1
34,0,203,203,203,180.000,178.000,1
35,0,199,199,199,201.333,158.000,1
36,0,212,212,212,234.667,260.000,1
37,0,228,228,228,252.667,256.000,1
38,0,203,203,203,268.667,254.000,1
39,0,217,217,217,224.000,273.333,1
40,0,203,203,203,201.333,284.000,1
41,0,183,183,183,216.000,145.333,1
42,0,178,178,178,465.333,432.000,1
43,0,187,187,187,446.000,432.000,1
44,0,179,179,179,428.667,435.333,1
45,0,181,181,181,411.333,442.000,1
46,0,177,177,177,387.333,436.000,1
47,0,185,185,185,364.667,421.333,1
48,0,241,241,241,315.333,338.667,2
49,0,208,208,208,302.000,352.667,2
50,0,196,196,196,287.333,358.667,2
51,0,196,196,196,258.667,370.667,2
52,0,205,205,205,232.667,380.000,2
53,0,192,192,192,217.333,414.000,2
54,0,195,195,195,220.667,388.000,2
55,0,190,190,190,225.333,434.667,2
56,0,168,168,168,233.333,441.333,2
57,0,178,178,178,244.000,451.333,2
58,0,187,187,187,256.667,465.333,2
59,0,183,183,183,271.333,460.000,2
60,0,194,194,194,301.333,473.333,2
61,0,196,196,196,436.000,432.667,2
62,0,187,187,187,412.667,434.000,2
63,0,169,169,169,378.667,432.000,2
64,0,185,185,185,361.333,418.000,2
65,0,193,193,193,453.333,430.667,2
66,0,177,177,177,470.667,430.667,2
67,0,198,198,198,353.333,387.333,2
68,0,191,191,191,351.333,369.333,2
69,0,170,170,170,430.667,498.000,2
70,0,179,179,179,456.667,502.000,2
71,0,180,180,180,386.667,482.667,2
72,0,221,221,221,328.667,310.667,2
73,0,199,199,199,336.000,286.000,2
74,0,204,204,204,278.667,218.000,2
75,0,220,220,220,238.000,228.667,2
76,0,215,215,215,98.000,253.333,2
77,0,202,202,202,117.333,228.000,2
78,0,220,220,220,144.000,205.333,2
79,0,211,211,211,154.667,198.667,2
80,0,201,201,201,189.333,182.000,2
81,0,200,200,200,204.000,172.667,2
82,0,176,176,176,231.333,156.000,2
83,0,220,220,220,222.000,246.000,2
84,0,197,197,197,206.667,262.000,2
85,0,195,195,195,187.333,276.000,2
